ID venda,Data,Canal,Tipo_pagamento,Estado,Cidade,Produto,Quantidade,Valor_Unitario,Custo_Unitario,Categoria_Produto,ID_Parceiro,ID_Cliente,Genero_Cliente,Data_Nascimento_Cliente,Feedback_Cliente,Status_Entrega,Cupom_Utilizado,Flag_Primeira_Compra
VND00254,2026-06-22 12:16:20,lojas,outros meios de pagamento,MG,Uberlândia,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,FRQ003,,,,,,,
VND00255,2025-12-25 20:50:32,lojas,mooz pix,BA,Camaçari,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,FRQ013,,,,,,,
VND00256,2025-04-01 20:11:07,lojas,mooz cartões,PE,Recife,Malbec Desodorante Colônia 100ml,2000,209.9,84.0,Perfumaria Masculina,FRQ020,,,,,,,
VND00257,2024-08-31 19:42:30,Ecomm multi,mooz pix,SP,São José dos Campos,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,,CLI0041,Feminino,2006-12-09,,Entregue no Prazo,BOTAO20,Não
VND00258,2024-05-31 12:22:02,lojas,mooz cartões,RS,Santa Maria,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,FRQ019,,,,,,,
VND00258,2024-05-31 12:22:02,lojas,mooz cartões,RS,Santa Maria,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ019,,,,,,,
VND00259,2025-12-09 19:36:50,lojas,mooz pix,MS,Dourados,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ030,,,,,,,
VND00260,2025-07-17 20:30:08,VD,outros meios de pagamento,SP,Franca,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,REV0036,,,,,,,
VND00261,2025-09-18 22:36:46,VD,mooz pix,DF,Brasília,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0041,,,,,,,
VND00262,2025-05-24 08:11:56,lojas,outros meios de pagamento,PE,Caruaru,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,FRQ007,,,,,,,
VND00263,2024-12-07 20:51:40,lojas,mooz cartões,SP,Jundiaí,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,FRQ007,,,,,,,
VND00263,2024-12-07 20:51:40,lojas,mooz cartões,SP,Jundiaí,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ007,,,,,,,
VND00264,2024-12-15 12:36:39,VD,mooz cartões,SP,Ribeirão Preto,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0043,,,,,,,
VND00265,2026-03-27 13:08:30,lojas,outros meios de pagamento,RS,Pelotas,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ029,,,,,,,
VND00265,2026-03-27 13:08:30,lojas,outros meios de pagamento,RS,Pelotas,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,FRQ029,,,,,,,
VND00266,2024-11-02 19:43:20,VD,mooz cartões,BA,Camaçari,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,REV0088,,,,,,,
VND00267,2024-06-01 19:01:21,Ecomm multi,mooz cartões,GO,Aparecida de Goiânia,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0096,Feminino,2002-09-10,Melhor creme da vida.,Entregue no Prazo,,Não
VND00268,2024-11-05 12:19:11,VD,mooz pix,CE,Fortaleza,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0100,,,,,,,
VND00269,2025-05-27 08:21:59,Ecomm multi,mooz pix,MG,Montes Claros,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0074,Não-binário,1991-08-07,,Entregue com Atraso,,Não
VND00270,2025-12-31 22:07:00,Ecomm mono,mooz cartões,RJ,Teresópolis,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0305,Não-binário,1969-04-17,,Entregue no Prazo,BOTAO20,Não
VND00270,2025-12-31 22:07:00,Ecomm mono,mooz cartões,RJ,Teresópolis,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0305,Não-binário,1969-04-17,,Entregue no Prazo,BOTAO20,Não
VND00271,2024-04-30 08:10:17,VD,mooz cartões,SE,Aracaju,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,REV0027,,,,,,,
VND00271,2024-04-30 08:10:17,VD,mooz cartões,SE,Aracaju,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0027,,,,,,,
VND00272,2024-06-24 13:39:57,Ecomm mono,mooz pix,SC,Florianópolis,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0067,Feminino,1963-07-24,,Entregue no Prazo,,Não
VND00273,2025-12-07 13:39:22,Ecomm mono,mooz pix,SP,Franca,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0102,Feminino,1965-11-14,,Entregue no Prazo,,Não
VND00274,2025-12-16 12:29:19,Ecomm multi,mooz pix,SP,Ribeirão Preto,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0115,Não-binário,2002-12-26,Suporte não responde.,Entregue no Prazo,,Não
VND00274,2025-12-16 12:29:19,Ecomm multi,mooz pix,SP,Ribeirão Preto,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0115,Não-binário,2002-12-26,Suporte não responde.,Entregue no Prazo,,Não
VND00275,2024-12-25 20:54:10,Ecomm mono,mooz pix,SP,Mogi das Cruzes,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0295,Não-binário,2001-02-28,,Entregue com Atraso,,Não
VND00276,2025-06-29 12:37:26,lojas,outros meios de pagamento,RJ,Nova Iguaçu,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,FRQ018,,,,,,,
VND00277,2025-08-28 15:27:36,Ecomm mono,mooz cartões,RJ,Petrópolis,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0340,Feminino,2000-08-23,Melhor creme da vida.,Entregue no Prazo,,Não
VND00277,2025-08-28 15:27:36,Ecomm mono,mooz cartões,RJ,Petrópolis,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,,CLI0340,Feminino,2000-08-23,Melhor creme da vida.,Entregue no Prazo,,Não
VND00278,2024-06-29 12:25:04,VD,outros meios de pagamento,DF,Brasília,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,REV0083,,,,,,,
VND00278,2024-06-29 12:25:04,VD,outros meios de pagamento,DF,Brasília,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,REV0083,,,,,,,
VND00279,2025-11-07 12:34:18,Ecomm multi,mooz pix,SP,Ribeirão Preto,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0106,Feminino,1967-02-23,Chegou super rápido.,Entregue com Atraso,,Não
VND00280,2025-08-19 20:32:25,lojas,mooz pix,RJ,Rio de Janeiro,Malbec Desodorante Colônia 100ml,2000,209.9,84.0,Perfumaria Masculina,FRQ018,,,,,,,
VND00281,2024-08-28 22:37:25,Ecomm mono,mooz pix,MA,Imperatriz,Botik Sérum Alta Potência Ácido Hialurônico 30ml,4,169.9,59.0,Maquiagem e Skincare,,CLI0196,Não-binário,2002-06-03,,Entregue no Prazo,,Não
VND00282,2024-06-06 12:55:42,lojas,mooz cartões,RJ,Rio de Janero,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,FRQ005,,,,,,,
VND00282,2024-06-06 12:55:42,lojas,mooz cartões,RJ,Rio de Janero,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ005,,,,,,,
VND00283,2025-12-30 20:26:59,Ecomm mono,mooz cartões,SP,São Paulo,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,,CLI0361,Feminino,1997-06-01,,Entregue com Atraso,BOTAO20,Sim
VND00283,2025-12-30 20:26:59,Ecomm mono,mooz cartões,SP,São Paulo,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,,CLI0361,Feminino,1997-06-01,,Entregue com Atraso,BOTAO20,Sim
VND00284,2025-11-15 12:40:34,Ecomm mono,mooz cartões,MA,Imperatriz,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0274,Feminino,1995-07-03,,Entregue no Prazo,,Não
VND00285,2024-09-23 08:30:37,lojas,outros meios de pagamento,PA,Belém,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,FRQ022,,,,,,,
VND00286,2024-03-25 20:04:54,Ecomm mono,mooz pix,PR,Maringá,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0316,Não-binário,1990-02-08,Chegou super rápido.,Entregue no Prazo,BOTAO20,Sim
VND00287,2025-11-07 13:40:10,lojas,outros meios de pagamento,RJ,Nova Friburgo,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ027,,,,,,,
VND00288,2024-04-28 20:29:25,Ecomm multi,mooz pix,MG,Ipatinga,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0383,Masculino,1968-09-02,Melhor creme da vida.,Entregue no Prazo,,Sim
VND00289,2025-03-21 20:59:51,Ecomm multi,mooz pix,SP,Jundiaí,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0162,Feminino,1968-03-08,,Entregue no Prazo,BOTAO20,Não
VND00289,2025-03-21 20:59:51,Ecomm multi,mooz pix,SP,Jundiaí,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0162,Feminino,1968-03-08,,Entregue no Prazo,BOTAO20,Não
VND00290,2026-02-27 20:21:43,lojas,mooz pix,SP,Santo André,Floratta Red Desodorante Colônia 75ml,500,229.9,92.0,Perfumaria Feminina,FRQ001,,,,,,,
VND00290,2026-02-27 20:21:43,lojas,mooz pix,SP,Santo André,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,FRQ001,,,,,,,
VND00291,2024-12-25 13:18:16,lojas,mooz cartões,MA,São Luís,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,FRQ020,,,,,,,
VND00292,2025-10-15 20:07:05,lojas,mooz pix,PE,Olinda,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,FRQ029,,,,,,,
VND00293,2024-09-20 20:04:17,VD,mooz pix,PE,Petrolina,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,REV0043,,,,,,,
VND00294,2024-04-21 20:49:27,lojas,outros meios de pagamento,PR,Londrina,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,FRQ030,,,,,,,
VND00295,2025-11-11 12:09:44,Ecomm mono,mooz pix,MA,São Luís,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0264,Não-binário,1978-11-13,,Entregue no Prazo,,Não
VND00296,2025-12-06 20:30:07,Ecomm mono,mooz pix,SP,Jundiaí,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,,CLI0156,Não-binário,1995-08-06,,Entregue com Atraso,BOTAO20,Sim
VND00297,2026-01-22 12:02:12,VD,outros meios de pagamento,BA,Camaçari,Shampoo Match Escudo De Hidratação 300ml,3,47.9,14.0,Cabelos,REV0031,,,,,,,
VND00298,2024-01-17 19:03:21,VD,mooz pix,SP,Campinas,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0028,,,,,,,
VND00298,2024-01-17 19:03:21,VD,mooz pix,SP,Campinas,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,REV0028,,,,,,,
VND00299,2025-09-25 22:44:41,lojas,mooz cartões,PR,Maringá,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ021,,,,,,,
VND00300,2024-04-18 19:38:51,lojas,mooz cartões,MG,Ouro Preto,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,FRQ014,,,,,,,
VND00301,2025-12-01 12:08:20,lojas,mooz cartões,SC,Criciúma,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,FRQ006,,,,,,,
VND00302,2025-03-01 22:23:35,lojas,mooz pix,SP,Ribeirão Preto,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,FRQ030,,,,,,,
VND00302,2025-03-01 22:23:35,lojas,mooz pix,SP,Ribeirão Preto,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,FRQ030,,,,,,,
VND00303,2024-03-23 12:11:59,VD,outros meios de pagamento,DF,Brasília,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,REV0099,,,,,,,
VND00304,2025-03-04 12:15:12,VD,outros meios de pagamento,SP,Campinas,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,REV0080,,,,,,,
VND00305,2024-10-10 12:07:50,lojas,outros meios de pagamento,ES,Vila Velha,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,FRQ016,,,,,,,
VND00306,2025-03-21 19:39:51,Ecomm multi,mooz cartões,SP,Campinas,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,,CLI0380,Masculino,1969-11-16,,Entregue no Prazo,QUERO10,Não
VND00307,2025-08-16 22:12:47,Ecomm mono,mooz cartões,SC,Florianópolis,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0167,Feminino,1996-07-16,Amei o cheiro!,Entregue no Prazo,,Sim
VND00308,2026-06-30 12:13:59,Ecomm multi,mooz cartões,SP,Mauá,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0192,Feminino,1997-12-27,,Entregue no Prazo,MAES15,Sim
VND00309,2025-08-05 20:08:07,Ecomm multi,mooz pix,RS,Pelotas,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0088,Masculino,1975-05-13,Chegou super rápido.,Entregue no Prazo,QUERO10,Sim
VND00309,2025-08-05 20:08:07,Ecomm multi,mooz pix,RS,Pelotas,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0088,Masculino,1975-05-13,Chegou super rápido.,Entregue no Prazo,QUERO10,Sim
VND00310,2026-05-27 13:55:13,Ecomm multi,mooz pix,RJ,Duque de Caxias,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0008,Masculino,1960-03-23,,Entregue no Prazo,,Sim
VND00310,2026-05-27 13:55:13,Ecomm multi,mooz pix,RJ,Duque de Caxias,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,,CLI0008,Masculino,1960-03-23,,Entregue no Prazo,,Sim
VND00311,2024-09-03 12:48:00,Ecomm multi,mooz cartões,SP,Santos,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0184,Feminino,1975-04-27,Chegou super rápido.,Entregue no Prazo,,Não
VND00312,2025-02-19 13:55:23,Ecomm multi,mooz cartões,AM,Itacoatiara,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0037,Não-binário,1993-05-18,,Entregue no Prazo,,Sim
VND00313,2026-03-24 15:43:05,Ecomm mono,mooz cartões,RJ,Macaé,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0346,Feminino,1986-11-04,,Entregue no Prazo,MAES15,Sim
VND00314,2026-03-03 13:21:15,VD,outros meios de pagamento,SE,Aracaju,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,REV0095,,,,,,,
VND00314,2026-03-03 13:21:15,VD,outros meios de pagamento,SE,Aracaju,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,REV0095,,,,,,,
VND00315,2025-03-09 12:04:23,Ecomm mono,mooz pix,SP,São José dos Campos,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0257,Feminino,2003-05-19,,Entregue no Prazo,,Sim
VND00315,2025-03-09 12:04:23,Ecomm mono,mooz pix,SP,São José dos Campos,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0257,Feminino,2003-05-19,,Entregue no Prazo,,Sim
VND00316,2026-06-24 08:05:25,lojas,mooz pix,MG,Uberlândia,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,FRQ004,,,,,,,
VND00317,2026-06-14 12:40:01,Ecomm mono,mooz pix,CE,Sobral,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,,CLI0278,Feminino,1989-09-05,,Entregue no Prazo,,Não
VND00317,2026-06-14 12:40:01,Ecomm mono,mooz pix,CE,Sobral,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0278,Feminino,1989-09-05,,Entregue no Prazo,,Não
VND00318,2024-11-30 20:42:44,Ecomm multi,mooz pix,PR,Cascavel,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0291,Masculino,1966-08-04,O produto veio quebrado.,Entregue no Prazo,MAES15,Sim
VND00319,2024-10-19 15:11:53,lojas,mooz cartões,PR,Foz do Iguaçu,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,FRQ004,,,,,,,
VND00320,2025-01-13 19:35:45,VD,outros meios de pagamento,SP,Sorocaba,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0045,,,,,,,
VND00321,2026-02-25 20:29:59,Ecomm mono,mooz cartões,RJ,Rio de Janeiro,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0280,Feminino,1964-05-25,Melhor creme da vida.,Entregue no Prazo,,Não
VND00322,2024-02-11 12:35:07,Ecomm mono,mooz cartões,ES,Vila Velha,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0317,Não-binário,1996-06-19,,Entregue no Prazo,QUERO10,Sim
VND00322,2024-02-11 12:35:07,Ecomm mono,mooz cartões,ES,Vila Velha,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,,CLI0317,Não-binário,1996-06-19,,Entregue no Prazo,QUERO10,Sim
VND00323,2025-02-07 19:20:38,VD,outros meios de pagamento,SP,Sorocaba,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0051,,,,,,,
VND00324,2025-01-16 13:22:22,Ecomm mono,mooz pix,MG,Divinópolis,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0045,Feminino,1994-09-01,,Entregue no Prazo,,Não
VND00325,2025-02-28 20:37:38,VD,mooz cartões,CE,Fortaleza,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,REV0039,,,,,,,
VND00326,2024-03-31 12:40:58,Ecomm mono,mooz pix,MG,Juiz de Fora,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0285,Não-binário,1989-06-28,,Entregue no Prazo,,Sim
VND00327,2025-05-17 22:52:19,Ecomm mono,mooz pix,SP,Santo André,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0379,Não-binário,1980-11-09,,Entregue no Prazo,BOTAO20,Sim
VND00327,2025-05-17 22:52:19,Ecomm mono,mooz pix,SP,Santo André,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0379,Não-binário,1980-11-09,,Entregue no Prazo,BOTAO20,Sim
VND00328,2025-08-02 19:16:40,Ecomm multi,mooz cartões,SP,Sorocaba,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0263,Feminino,1981-07-23,,Entregue no Prazo,,Não
VND00329,2024-12-31 12:17:23,Ecomm multi,mooz pix,RJ,Rio de Janeiro,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0272,Não-binário,1967-01-21,,Entregue com Atraso,QUERO10,Sim
VND00329,2024-12-31 12:17:23,Ecomm multi,mooz pix,RJ,Rio de Janeiro,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0272,Não-binário,1967-01-21,,Entregue com Atraso,QUERO10,Sim
VND00330,2025-12-15 12:06:34,Ecomm mono,mooz cartões,ES,Vitória,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,,CLI0071,Feminino,1964-08-26,,Entregue no Prazo,,Não
VND00331,2026-05-01 12:57:35,VD,mooz pix,SP,São José dos Campos,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0010,,,,,,,
VND00332,2024-12-16 19:19:01,VD,mooz cartões,RS,Caxias do Sul,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0089,,,,,,,
VND00333,2026-03-13 15:01:49,Ecomm multi,mooz pix,SP,Sao Paolo,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0338,Não-binário,1961-10-18,,Entregue no Prazo,,Não
VND00334,2026-02-11 08:07:58,lojas,outros meios de pagamento,RS,Caxias do Sul,Shampoo Match Escudo De Hidratação 300ml,1,47.9,14.0,Cabelos,FRQ006,,,,,,,
VND00334,2026-02-11 08:07:58,lojas,outros meios de pagamento,RS,Caxias do Sul,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,FRQ006,,,,,,,
VND00335,2024-12-22 20:54:32,lojas,outros meios de pagamento,SP,Mogi das Cruzes,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,FRQ003,,,,,,,
VND00336,2026-01-02 19:18:10,VD,outros meios de pagamento,BA,Salvador,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,REV0028,,,,,,,
VND00336,2026-01-02 19:18:10,VD,outros meios de pagamento,BA,Salvador,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0028,,,,,,,
VND00337,2024-04-19 19:22:24,Ecomm multi,mooz cartões,SC,Criciúma,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0117,Feminino,1984-01-28,Chegou super rápido.,Entregue no Prazo,,Sim
VND00338,2026-05-11 12:35:26,Ecomm mono,mooz pix,SP,Ribeirão Preto,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0036,Feminino,1984-07-20,,Entregue no Prazo,BOTAO20,Não
VND00339,2024-05-02 22:25:44,VD,outros meios de pagamento,SP,São Carlos,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0022,,,,,,,
VND00340,2025-02-17 20:53:27,Ecomm multi,mooz pix,PR,Cascavel,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,,CLI0388,Feminino,1969-11-16,,Entregue no Prazo,,Não
VND00340,2025-02-17 20:53:27,Ecomm multi,mooz pix,PR,Cascavel,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0388,Feminino,1969-11-16,,Entregue no Prazo,,Não
VND00341,2024-04-20 12:31:31,lojas,outros meios de pagamento,AP,Macapá,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,FRQ001,,,,,,,
VND00342,2024-11-30 20:39:39,VD,mooz cartões,SP,Jundiaí,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0097,,,,,,,
VND00342,2024-11-30 20:39:39,VD,mooz cartões,SP,Jundiaí,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0097,,,,,,,
VND00343,2026-05-30 12:01:48,VD,mooz pix,SP,São Carlos,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,REV0016,,,,,,,
VND00344,2024-02-06 08:35:42,Ecomm mono,mooz cartões,SC,Chapecó,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0221,Feminino,1994-12-06,Amei o cheiro!,Entregue no Prazo,,Não
VND00345,2025-12-02 13:30:30,lojas,outros meios de pagamento,RJ,Rio de Janeiro,Botik Sérum Alta Potência Ácido Hialurônico 30ml,3,169.9,59.0,Maquiagem e Skincare,FRQ016,,,,,,,
VND00345,2025-12-02 13:30:30,lojas,outros meios de pagamento,RJ,Rio de Janeiro,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ016,,,,,,,
VND00346,2024-02-16 08:23:22,VD,outros meios de pagamento,ES,Vila Velha,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0049,,,,,,,
VND00347,2024-09-10 20:19:37,VD,outros meios de pagamento,MG,Uberlândia,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,REV0040,,,,,,,
VND00348,2026-06-03 15:32:57,Ecomm multi,mooz pix,RJ,Rio de Janeiro,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,,CLI0302,Feminino,1988-03-23,,Entregue no Prazo,,Não
VND00349,2025-11-14 15:39:19,Ecomm mono,mooz pix,SP,Ribeirão Preto,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,,CLI0255,Feminino,1987-12-11,,Entregue com Atraso,MAES15,Sim
VND00350,2025-08-15 20:21:17,VD,outros meios de pagamento,SP,Bauru,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,REV0068,,,,,,,
VND00351,2024-11-16 15:25:16,Ecomm multi,mooz cartões,SP,São Carlos,Botik Sérum Alta Potência Ácido Hialurônico 30ml,4,169.9,59.0,Maquiagem e Skincare,,CLI0010,Feminino,1981-02-03,,Entregue com Atraso,,Não
VND00351,2024-11-16 15:25:16,Ecomm multi,mooz cartões,SP,São Carlos,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0010,Feminino,1981-02-03,,Entregue com Atraso,,Não
VND00352,2025-06-18 08:29:09,lojas,mooz cartões,MG,Contagem,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,FRQ028,,,,,,,
